3.138587e-02	1.497987e-01	1
5.340199e-01	4.662850e-01	-1
-1.197800e-01	1.166570e-01	-1
-3.560389e-01	-1.093521e-01	1
3.528536e-01	1.734133e-01	-1
6.665427e-02	1.964747e-01	1
5.684144e-01	-3.886549e-01	1
4.559740e-01	3.693342e-01	-1
3.120510e-01	-2.696453e-01	1
6.567907e-02	-5.053754e-01	-1
4.239557e-02	1.038590e-01	1
-5.590639e-01	2.662078e-01	-1
-4.499462e-01	-2.411032e-01	1
-4.792012e-01	-1.987933e-01	1
-5.012403e-01	-2.575554e-01	1
-8.311168e-01	2.147686e-01	-1
6.560482e-01	-1.518131e-01	1
-8.769483e-02	5.727980e-01	1
3.545337e-01	-2.315328e-01	1
-1.383285e-01	1.598321e-01	-1
-6.686289e-02	-1.472342e-01	-1
4.918611e-02	1.333967e-01	1
6.055971e-02	1.640388e-01	1
3.443733e-01	-2.088740e-01	1
-5.813112e-02	7.797703e-02	-1
2.783156e-01	6.444183e-02	-1
-2.341763e-01	-5.733530e-02	1
8.370252e-02	2.193829e-01	1
-4.424230e-01	-3.324986e-01	1
-6.702889e-02	8.082509e-02	-1
1.574045e-01	-8.237563e-01	-1
-1.149564e-01	-2.316921e-01	-1
5.928846e-02	1.797074e-01	1
6.998091e-02	-7.679705e-02	1
-2.670134e-01	-7.532418e-02	1
2.967248e-01	7.659624e-02	-1
1.839891e-01	-1.392550e-01	1
-7.571478e-02	7.110128e-01	1
-8.924366e-02	-2.197952e-01	-1
-5.036001e-01	2.624499e-01	-1
-6.295926e-01	-7.105747e-01	1
3.251935e-01	-2.186789e-01	1
-5.946185e-02	-1.279473e-01	-1
-3.199018e-01	-1.002583e-01	1
9.119405e-01	-2.313115e-01	1
-6.027126e-02	-1.703176e-01	-1
4.745403e-01	5.358823e-01	-1
1.132275e-01	-8.896567e-01	-1
-5.425599e-02	-2.754607e-01	-1
-2.067329e-01	1.451801e-01	-1
-5.152574e-01	-4.516649e-01	1
5.954634e-01	6.126963e-01	-1
-6.535440e-02	-1.674778e-01	-1
-1.497549e-01	-1.780451e-02	1
-5.089871e-02	-4.442638e-01	-1
2.383659e-01	1.163397e-02	-1
-7.908097e-02	-3.761147e-01	-1
3.758389e-01	-1.890841e-01	1
-1.708816e-01	1.329930e-01	-1
1.122416e-01	-7.911580e-01	-1
-7.467725e-02	6.785339e-01	1
6.667822e-01	-2.879587e-01	1
-4.336965e-01	3.574414e-01	-1
2.879891e-01	-2.419693e-01	1
-3.387227e-02	-4.827405e-01	-1
-1.975509e-02	-6.079000e-01	-1
-2.720810e-01	2.701339e-01	-1
-3.910585e-01	1.253222e-01	-1
-6.420860e-01	1.965328e-01	-1
5.364989e-02	-9.215354e-02	1
-6.771098e-02	6.369228e-01	1
-5.531752e-01	2.489706e-01	-1
1.839913e-01	-1.699199e-01	1
-4.876849e-01	2.817385e-01	-1
-5.879569e-02	9.686991e-02	-1
-8.162198e-01	1.599339e-01	-1
4.931111e-02	3.751686e-01	1
2.378830e-02	-4.807241e-01	-1
-1.290055e-01	1.538665e-01	-1
9.852685e-02	-6.593627e-01	-1
-7.340964e-01	1.104281e-01	-1
4.833812e-02	1.035879e-01	1
-4.529344e-01	2.612616e-01	-1
4.803389e-01	4.414382e-01	-1
-2.851263e-01	7.264028e-01	1
-1.378566e-01	-2.015004e-02	1
-4.126638e-01	2.154169e-01	-1
-4.314471e-02	-8.585450e-02	-1
1.013800e-01	3.459138e-01	1
6.098080e-01	-1.720359e-01	1
-6.177664e-01	-3.450768e-01	1
3.691980e-01	1.268788e-01	-1
-4.162068e-01	2.838457e-01	-1
-7.383105e-02	-2.902660e-01	-1
2.327102e-01	-1.883947e-01	1
-2.890265e-01	-8.997323e-02	1
4.645959e-01	3.830711e-01	-1
-5.510256e-01	-6.773609e-01	1
2.680195e-01	-6.950855e-01	-1
4.470439e-01	-1.507857e-01	1
-1.418161e-01	6.374358e-01	1
-5.937398e-01	-6.349404e-01	1
8.269970e-02	-6.063435e-01	-1
-2.420417e-01	8.190170e-01	1
5.578329e-01	-1.764415e-01	1
1.123413e-01	-6.959302e-01	-1
3.546180e-01	1.080536e-01	-1
-5.816681e-01	3.123103e-01	-1
2.942813e-02	2.882237e-01	1
2.157849e-01	-2.034010e-01	1
5.299617e-01	-3.772542e-01	1
9.106099e-01	-2.163953e-01	1
-5.198283e-01	1.975910e-01	-1
2.895496e-03	-5.959607e-01	-1
1.774878e-01	1.985042e-02	-1
-4.557631e-01	-1.669477e-01	1
7.419500e-01	-3.534522e-01	1
-4.182085e-01	-7.080557e-01	1
-1.007563e-01	6.952360e-01	1
3.305506e-01	1.168724e-01	-1
-2.825892e-01	2.112921e-01	-1
4.897720e-01	-2.529094e-01	1
-6.182945e-01	-3.991116e-01	1
1.001409e-01	-1.373675e-01	1
2.311219e-01	-6.841604e-01	-1
5.443339e-01	6.669465e-01	-1
4.397821e-02	1.182629e-01	1
-1.508348e-01	6.634600e-01	1
-2.822571e-02	5.586974e-01	1
1.370798e-01	1.745700e-02	-1
-1.333037e-01	-2.309485e-02	1
-3.972491e-01	-1.668303e-01	1
6.333463e-01	-4.020116e-01	1
2.241457e-01	-6.165068e-01	-1
-8.022758e-02	8.045274e-01	1
-1.000778e-01	-3.570551e-01	-1
-7.074857e-01	1.874495e-01	-1
-1.364731e-01	8.897338e-01	1
4.952438e-01	4.321272e-01	-1
6.001933e-01	4.399054e-01	-1
1.329613e-01	-7.062661e-01	-1
8.538287e-02	3.080743e-01	1
-3.326597e-01	7.016629e-01	1
-5.369938e-01	-3.719992e-01	1
-6.548655e-02	-1.801381e-01	-1
-9.252045e-02	1.070747e-01	-1
-4.041010e-01	-5.169296e-01	1
-3.865413e-01	-1.481139e-01	1
6.288481e-01	5.539983e-01	-1
-7.143747e-01	1.214401e-01	-1
-2.346484e-01	2.057211e-01	-1
3.693435e-02	1.806790e-01	1
3.054479e-02	-5.809863e-01	-1
2.414732e-01	-5.507244e-01	-1
3.511105e-01	9.308495e-02	-1
4.086244e-01	2.714741e-01	-1
-6.002625e-01	-3.386563e-01	1
1.755063e-01	5.542879e-02	-1
-5.432018e-01	-3.047422e-01	1
1.717152e-02	-6.932835e-01	-1
-3.763972e-01	-2.618557e-01	1
2.163088e-02	4.448718e-01	1
6.292790e-01	3.665264e-01	-1
2.607820e-02	-5.853488e-01	-1
-7.498008e-04	-6.864067e-01	-1
-1.074292e-01	1.366672e-01	-1
8.160525e-02	-7.505027e-01	-1
6.474626e-01	-1.254575e-01	1
-2.303867e-01	2.737129e-01	-1
1.381045e-01	3.419600e-02	-1
5.368805e-02	2.545354e-01	1
5.331883e-01	5.904321e-01	-1
4.078512e-01	5.160742e-01	-1
-6.138088e-01	2.002704e-01	-1
-1.226265e-01	2.031313e-01	-1
3.559584e-01	8.227691e-02	-1
-5.298466e-01	-3.676025e-01	1
3.040269e-01	-8.096145e-01	-1
-1.586801e-01	-3.866195e-02	1
-3.674467e-01	1.628945e-01	-1
3.830875e-01	-2.859786e-01	1
